title,mean_rating,number_of_ratings
Mystery Train (1989),3.5,10
Mystery of the Wax Museum (1933),3.0,1
"Mystery, Alaska (1999)",3.5,12
Mystic Pizza (1988),3.6,5
Mystic River (2003),4.027027027,37
"Myth of Fingerprints, The (1997)",4.5,1
Nacho Libre (2006),2.7,5
Nadine (1987),2.6666666667000003,3
Nadja (1994),3.5,2
Naked (1993),3.35,10
"Naked City, The (1948)",4.0,2
"Naked Gun 2 1/2: The Smell of Fear, The (1991)",3.38,25
Naked Gun 33 1/3: The Final Insult (1994),2.9782608696,69
"Naked Gun: From the Files of Police Squad!, The (1988)",3.6714285714,35
"Naked Kiss, The (1964)",2.5,1
Naked Lunch (1991),3.7142857143,7
"Naked Spur, The (1953)",3.0,1
Naked in New York (1994),2.0,1
"Name of the Rose, The (Name der Rose, Der) (1986)",3.6964285714000003,28
"Namesake, The (2006)",4.0,5
"Nanny Diaries, The (2007)",3.125,4
Napoleon Dynamite (2004),3.3333333333,27
Naqoyqatsi (2002),4.5,1
Narc (2002),3.4444444444,9
Narrow Margin (1990),2.5,1
"Narrow Margin, The (1952)",3.0,1
Nashville (1975),3.7272727273,11
"Nasty Girl, The (schreckliche Mädchen, Das) (1990)",4.0,2
Nathalie... (2003),2.5,1
National Lampoon's Senior Trip (1995),2.0,4
National Lampoon's Vacation (1983),3.8,35
National Lampoon's Van Wilder (2002),3.0714285714,7
National Lampoon's Van Wilder: The Rise of Taj (2006),3.25,2
National Security (2003),2.0,3
National Treasure (2004),3.34,25
National Treasure: Book of Secrets (2007),3.5,11
National Velvet (1944),2.25,2
"Nativity Story, The (2006)",4.0,1
Natural Born Killers (1994),3.4594594595,111
"Natural, The (1984)",3.7142857143,21
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),4.4772727273,22
"Navigator, The (1924)",3.6666666667000003,3
"Navigator: A Mediaeval Odyssey, The (1988)",3.875,8
"Navigators, The (2001)",3.0,1
Navy Seals (1990),2.9285714286,7
Near Dark (1987),3.9444444444,9
Nebraska (2013),3.75,2
Necessary Roughness (1991),2.6,5
Ned Kelly (1970),2.0,1
Ned Rifle (2014),4.0,1
Need for Speed (2014),4.0,1
Needful Things (1993),3.4,10
"Negotiator, The (1998)",3.6341463415,41
Neighbors (2014),3.0,6
Neil Young Journeys (2012),2.5,1
Neil Young: Heart of Gold (2006),3.0,1
Nell (1994),3.4444444444,45
"Neon Bible, The (1995)",1.0,1
"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",4.0,5
"Net, The (1995)",3.1142857143000002,105
Network (1976),4.18,25
Never Back Down (2008),2.75,2
Never Been Kissed (1999),2.962962963,27
Never Cry Wolf (1983),3.3333333333,3
Never Give a Sucker an Even Break (1941),3.0,1
Never Let Me Go (2010),4.75,2
"Never Play Clever Again (Gendarme et les gendarmettes, Le) (1982)",0.5,2
Never Say Never Again (1983),3.3,5
Never Sleep Again: The Elm Street Legacy (2010),4.5,2
Never Talk to Strangers (1995),2.0,1
Never on Sunday (Pote tin Kyriaki) (1960),3.0,1
"NeverEnding Story II: The Next Chapter, The (1990)",2.3125,8
"NeverEnding Story III, The (1994)",2.125,4
"NeverEnding Story, The (1984)",3.7142857143,49
"New Guy, The (2002)",3.25,2
New Jack City (1991),3.5,3
New Jersey Drive (1995),3.0,2
New Kids Turbo (2010),2.5,1
New World (Shin-sae-gye) (2013),4.0,1
"New World, The (2005)",4.0,5
New Year's Eve (2011),0.5,1
New York Minute (2004),3.0,2
New York Stories (1989),3.5,5
"New York, I Love You (2009)",1.5,1
"New York, New York (1977)",3.0,2
New in Town (2009),4.0,1
Newsies (1992),3.8333333333,3
"Newton Boys, The (1998)",2.0,1
Next (2007),3.1666666667,12
"Next Best Thing, The (2000)",3.5,2
Next Door (Naboer) (2005),3.5,1
Next Friday (2000),4.25,2
"Next Karate Kid, The (1994)",2.5416666667,12
Next Stop Wonderland (1998),3.25,4
"Next Stop, Greenwich Village (1976)",2.0,1
"Next Three Days, The (2010)",3.4166666667,6
Next of Kin (1989),1.6666666667,3
Niagara (1953),3.6666666667000003,3
Nicholas Nickleby (2002),3.8333333333,3
Nicholas and Alexandra (1971),3.0,1
"Nick Carter, Master Detective (1939)",2.0,1
Nick and Norah's Infinite Playlist (2008),3.6666666667000003,6
Nick of Time (1995),3.1176470588,17
Nico and Dani (Krámpack) (2000),4.0,1
Night Catches Us (2010),3.0,1
Night Falls on Manhattan (1996),2.9285714286,7
Night Flier (1997),2.0,3
"Night Listener, The (2006)",2.0,1
Night Moves (1975),3.75,2
Night Moves (2013),2.25,2
Night Must Fall (1937),2.0,1
Night Nurse (1931),3.0,1
"Night Porter, The (Portiere di notte, Il) (1974)",4.0,3
Night Shift (1982),3.3636363636,11
Night Train (2009),3.5,1
Night Train To Lisbon (2013),3.5,1
Night Train to Munich (1941),3.0,1
Night Watch (Nochnoy dozor) (2004),3.45,10
Night and Fog (Nuit et brouillard) (1955),4.5,1
Night and the City (1950),3.0,1
Night and the City (1992),3.5,1
Night at the Museum (2006),3.2941176471,17
Night at the Museum: Battle of the Smithsonian (2009),3.2,5
Night at the Museum: Secret of the Tomb (2014),3.0,2
"Night at the Opera, A (1935)",3.9,10
"Night at the Roxbury, A (1998)",2.8611111111,18
"Night in Casablanca, A (1946)",3.5,3
Night of the Comet (1984),2.8125,8
Night of the Creeps (1986),2.3,5
"Night of the Hunter, The (1955)",4.1875,8
"Night of the Iguana, The (1964)",3.25,2
Night of the Lepus (1972),1.5,1
Night of the Living Dead (1968),3.9189189189,37
Night of the Living Dead (1990),3.5,4
"Night of the Shooting Stars (Notte di San Lorenzo, La) (1982)",5.0,1
Night on Earth (1991),4.0,14
"Night to Remember, A (1958)",4.3333333333,3
Nightcrawler (2014),3.8823529412,17
Nighthawks (1981),2.75,4
Nightmare Alley (1947),3.0,1
"Nightmare Before Christmas, The (1993)",3.8333333333,84
"Nightmare City (a.k.a. City of the Walking Dead) (a.k.a. Invasión de los zombies atómicos, La) (Incubo sulla città contaminata) (1980)",1.0,1
"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",2.2777777778,9
"Nightmare on Elm Street 3: Dream Warriors, A (1987)",3.4444444444,9
"Nightmare on Elm Street 4: The Dream Master, A (1988)",3.0909090909,11
"Nightmare on Elm Street 5: The Dream Child, A (1989)",2.0833333333,6
"Nightmare on Elm Street, A (1984)",3.325,40
"Nightmare on Elm Street, A (2010)",2.8333333333,6
"Nights of Cabiria (Notti di Cabiria, Le) (1957)",4.2857142857,7
Nightwatch (1997),2.8125,8
Nightwatch (Nattevagten) (1994),4.0,2
Nightwatching (2007),3.5,1
Nil By Mouth (1997),4.125,4
Nim's Island (2008),3.5,1
Nine (2009),2.3333333333,3
"Nine Lives of Fritz the Cat, The (1974)",5.0,1
Nine Months (1995),3.0113636364,44
Nine Queens (Nueve reinas) (2000),4.5,4
Nine to Five (a.k.a. 9 to 5) (1980),2.9285714286,7
"Nines, The (2007)",4.0,4
Ninja Assassin (2009),3.2857142857,7
Ninja Scroll (Jûbei ninpûchô) (1995),4.0909090909,11
Ninotchka (1939),4.125,8
"Ninth Gate, The (1999)",3.2647058824,17
Nixon (1995),3.46,25
Nixon by Nixon: In His Own Words (2014),3.0,1
No (2012),4.0,1
No Country for Old Men (2007),4.0462962963,54
No Direction Home: Bob Dylan (2005),3.0,5
No Escape (1994),2.6111111111,9
"No God, No Master (2014)",2.5,1
No Good Deed (2014),2.0,1
No Good Deed (a.k.a. The House on Turk Street) (2002),2.0,1
No Man's Land (1987),4.5,1
No Man's Land (2001),4.0555555556,9
No Mercy (1986),2.75,4
No Reservations (2007),3.5,5
No Strings Attached (2011),3.2222222222,9
No Tears for the Dead (2014),2.5,1
No Way Out (1950),4.0,1
No Way Out (1987),3.5555555556,18
Noah (2014),2.75,4
Nob Hill (1945),2.5,1
Nobel Son (2007),1.0,1
Nobody Knows (Dare mo shiranai) (2004),5.0,2
Nobody Walks (2012),2.0,1
Nobody's Fool (1994),3.65625,16
Noi the Albino (Nói albinói) (2003),4.0,1
Noise (2007),2.5,2
Noises Off... (1992),2.8333333333,3
Non-Stop (1996),4.0,1
Non-Stop (2014),3.6,5
Nora's Will (Cinco días sin Nora) (2008),3.0,1
Norbit (2007),2.3333333333,3
Norma Rae (1979),4.0,5
Normal Life (1996),3.0,1
"Norte, El (1984)",3.0,1
North (1994),3.0,6
North Country (2005),3.375,4
North Dallas Forty (1979),3.0,3
North Face (Nordwand) (2008),3.0,1
North by Northwest (1959),4.2739726027,73
North to Alaska (1960),2.5,1
Northfork (2003),3.25,2
Northwest Passage (1940),2.5,1
Norwegian Wood (Noruwei no mori) (2010),2.5,1
"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",4.0588235294,17
Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979),2.0,1
Not Another Teen Movie (2001),2.6785714285999997,14
Not Forgotten (2009),2.5,1
Not One Less (Yi ge dou bu neng shao) (1999),4.4,5
Not Without My Daughter (1991),2.8333333333,3
Not as a Stranger (1955),2.5,1
"Notebook, The (2004)",4.1428571429,21
Notes on a Scandal (2006),4.25,2
Nothing (2003),4.0,1
Nothing But Trouble (1991),1.5,5
Nothing But the Truth (2008),2.5,2
Nothing Personal (1995),3.0,1
Nothing Personal (2009),2.5,1
Nothing Sacred (1937),2.75,2
Nothing in Common (1986),3.25,2
Nothing to Lose (1994),2.5,2
Nothing to Lose (1997),4.0,1
Notorious (1946),4.3055555556,18
Notorious (2009),3.0,1
"Notorious Bettie Page, The (2005)",3.125,4
Notorious C.H.O. (2002),1.5,1
Notting Hill (1999),3.5862068966000002,58
November (2004),3.0,1
"November Man, The (2014)",2.8333333333,3
Novocaine (2001),3.0,1
Now You See Me (2013),3.8846153846,13
Now and Then (1995),3.2,5
"Now, Voyager (1942)",3.75,2
Nowhere (1997),1.0,1
Nowhere Boy (2009),3.0,1
Nowhere in Africa (Nirgendwo in Afrika) (2001),4.75,2
"Number 23, The (2007)",2.75,12
"Numbers Station, The (2013)",3.5,1
Numbskull Emptybrook in the Army (Uuno Turhapuro armeijan leivissä) (1984),3.0,1
"Nun's Story, The (1959)",4.0,1
Nuns on the Run (1990),3.0,1
Nurse 3D (2013),3.0,1
Nurse Betty (2000),3.5263157895,19
Nutty Professor II: The Klumps (2000),2.375,8
"Nutty Professor, The (1963)",3.1818181818,11
"Nutty Professor, The (1996)",3.1379310345,87
Nymphomaniac: Volume I (2013),3.8333333333,3
Nymphomaniac: Volume II (2013),3.6666666667000003,3
O (2001),3.5,3
"O Brother, Where Art Thou? (2000)",3.9510869565,92
O Lucky Man! (1973),3.0,2
O'Horten (2007),2.0,1
"OH in Ohio, The (2006)",2.5,2
OSS 117 - Lost in Rio (OSS 117: Rio ne répond plus) (2009),3.5,1
"OSS 117: Cairo, Nest of Spies (OSS 117: Le Caire nid d'espions) (2006)",4.0,2
"Object of Beauty, The (1991)",3.0,2
"Object of My Affection, The (1998)",2.75,8
Objectified (2009),4.5,1
"Objective, Burma! (1945)",3.5,1
"Objective, The (2008)",3.0,2
Oblivion (2013),3.5416666667,12
Observe and Report (2009),2.5714285714000003,7
Obsessed (2009),2.75,2
Obsession (1976),3.25,2
Ocean's Eleven (2001),3.743697479,119
Ocean's Eleven (a.k.a. Ocean's 11) (1960),3.3333333333,6
Ocean's Thirteen (2007),3.3684210526,19
Ocean's Twelve (2004),3.1666666667,33
Oceans (Océans) (2009),3.6666666667000003,3
October Baby (2011),5.0,1
October Sky (1999),3.9459459459,37
Octopussy (1983),3.1,10
Oculus (2013),3.0,2
"Odd Couple, The (1968)",3.6428571429,14
"Odd Life of Timothy Green, The (2012)",3.0,1
Odd Man Out (1947),4.5,1
Odd Thomas (2013),4.0,1
Odds Against Tomorrow (1959),4.0,1
"Odessa File, The (1974)",3.625,4
Of Gods and Men (Des hommes et des dieux) (2010),3.25,2
Of Human Bondage (1934),4.0,2
Of Mice and Men (1939),3.9166666667000003,6
Of Mice and Men (1992),3.8214285714000003,14
Of Time and the City (2008),1.0,1
Off Limits (1988),3.0,1
Off the Map (2003),3.0,2
Office Space (1999),3.9239130435,92
"Officer and a Gentleman, An (1982)",3.5357142857,14
"Official Story, The (La historia oficial) (1985)",4.0,2
Offside (2006),3.0,1
Oh! What a Lovely War (1969),3.5,1
"Oh, God! (1977)",3.3125,8
"Oh, God! Book II (1980)",2.6666666667000003,3
"Oh, God! You Devil (1984)",2.6666666667000003,3
Oklahoma! (1955),3.5,2
Old Boy (2003),4.0657894737,38
"Old Dark House, The (1932)",3.5,1
Old Dogs (2009),0.5,1
Old Gringo (1989),3.0,1
"Old Man and the Sea, The (1958)",3.6666666667000003,6
Old School (2003),3.7580645161,31
Old Yeller (1957),3.1666666667,12
Oldboy (2013),2.6666666667000003,3
Olive Kitteridge (2014),5.0,1
Oliver & Company (1988),3.5,14
Oliver Twist (1948),3.625,4
Oliver Twist (2005),2.5,1
Oliver! (1968),4.03125,16
"Olivier, Olivier (1992)",3.0,1
Olympus Has Fallen (2013),2.6666666667000003,3
Omar (2013),3.5,1
"Omega Code, The (1999)",1.75,4
"Omega Man, The (1971)",4.125,8
"Omen, The (1976)",3.5454545455,22
"Omen, The (2006)",2.5714285714000003,7
On Any Sunday (1971),4.5,2
On Borrowed Time (1939),3.0,1
On Dangerous Ground (1952),3.5,1
On Deadly Ground (1994),0.5,1
On Golden Pond (1981),3.7,25
On Her Majesty's Secret Service (1969),3.53125,16
On a Clear Day (2005),3.5,1
On the Beach (1959),3.5,3
On the Line (2001),1.0,1
On the Road (2012),2.5,1
On the Town (1949),4.0,5
On the Waterfront (1954),4.3714285714,35
Once (2006),3.9230769231,13
Once Around (1991),2.5,1
Once Bitten (1985),2.75,4
Once Upon a Forest (1993),4.0,1
Once Upon a Time in America (1984),3.9333333333000002,15
Once Upon a Time in Anatolia (Bir zamanlar Anadolu'da) (2011),1.5,1
Once Upon a Time in China (Wong Fei Hung) (1991),4.5,4
Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),4.5,3
Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993),3.0,1
Once Upon a Time in Mexico (2003),2.9285714286,14
Once Upon a Time in the Midlands (2002),3.0,1
Once Upon a Time in the West (C'era una volta il West) (1968),4.2608695652,23
Once Upon a Time... When We Were Colored (1995),3.8,5
Once Were Warriors (1994),4.24,25
Once a Thief (1965),3.5,1
Once a Thief (Zong heng si hai) (1991),4.25,2
Ondine (2009),3.1666666667,3
One Crazy Summer (1986),3.0,5
One Day (2011),3.3333333333,3
One Day in September (1999),4.0,1
One False Move (1992),3.75,4
One Fine Day (1996),3.5,18
One Flew Over the Cuckoo's Nest (1975),4.2727272727,143
One Hour Photo (2002),3.525,20
One Magic Christmas (1985),4.0,1
One Million Years B.C. (1966),2.5,1
One Missed Call (2008),3.5,2
One Missed Call (Chakushin ari) (2003),3.5,1
One Night at McCool's (2001),3.375,4
One Tough Cop (1998),4.0,1
One Trick Pony (1980),2.5,1
One True Thing (1998),4.3333333333,3
One for the Money (2012),3.625,4
One from the Heart (1982),2.0,1
"One, The (2001)",2.7857142857,14
"One, Two, Three (1961)",3.5,2
One-Eyed Jacks (1961),4.0,1
Ong-Bak 2: The Beginning (Ong Bak 2) (2008),3.25,2
Ong-Bak 3: The Final Battle (Ong Bak 3) (2010),1.5,1
Ong-Bak: The Thai Warrior (Ong Bak) (2003),3.2692307692,13
Onibaba (1964),2.5,1
"Onion Field, The (1979)",2.5,2
"Onion Movie, The (2008)",4.5,1
Only Angels Have Wings (1939),3.6666666667000003,3
Only God Forgives (2013),3.0,4
Only Lovers Left Alive (2013),2.0,2
Only You (1994),3.3,10
Only the Lonely (1991),3.5,1
Only the Strong Survive - A Celebration of Soul (2002),3.0,1
Open Range (2003),3.7,10
Open Season (2006),3.0,1
Open Water (2003),3.8333333333,3
Open Water 2: Adrift (2006),2.25,4
Open Your Eyes (Abre los ojos) (1997),3.5,8
Operation 'Y' & Other Shurik's Adventures (1965),5.0,1
Operation Dumbo Drop (1995),1.9375,16
Operation Petticoat (1959),3.8333333333,3
Operator (2015),0.5,1
"Opposite of Sex, The (1998)",3.3863636364,22
Orange County (2002),3.2,10
Oranges and Sunshine (2010),3.5,1
"Oranges, The (2011)",3.0,1
"Ordeal, The (Calvaire) (2004)",4.5,1
"Order, The (2001)",2.0,1
"Order, The (2003)",4.0,1
"Ordet (Word, The) (1955)",4.0,1
Ordinary Decent Criminal (2000),4.0,2
Ordinary People (1980),4.0,13
"Organization, The (1971)",2.0,1
Orgazmo (1997),3.4166666667,6
Original Gangstas (1996),3.5,2
"Original Kings of Comedy, The (2000)",3.6666666667000003,3
Original Sin (2001),3.8333333333,3
Orlando (1992),4.0,9
Orphan (2009),3.4166666667,6
"Orphanage, The (Orfanato, El) (2007)",3.6363636364,11
Orphans of the Storm (1921),4.5,1
Orpheus (Orphée) (1950),3.75,2
Osama (2003),3.3333333333,3
Oscar (1991),3.5,2
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),3.25,4
"Oslo, August 31st (Oslo, 31. august) (2011)",3.5,2
Osmosis Jones (2001),2.3571428571,7
Ossessione (1943),3.5,1
"Osterman Weekend, The (1983)",3.1666666667,3
Othello (1995),3.75,14
"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",3.25,2
"Other Boleyn Girl, The (2008)",3.5,6
"Other Guys, The (2010)",3.85,10
"Other Man, The (2008)",2.5,1
Other People's Money (1991),3.0,2
"Other Side of Heaven, The (2001)",4.5,1
"Other Side of the Bed, The (Otro lado de la cama, El) (2002)",3.0,1
"Other Sister, The (1999)",3.0714285714,7
"Other Voices, Other Rooms (1995)",2.0,1
"Other Woman, The (2009)",3.5,1
"Other Woman, The (2014)",1.5,1
"Other, The (1972)",2.0,1
"Others, The (2001)",3.641509434,53
Our Family Wedding (2010),1.5,1
Our Hospitality (1923),2.75,2
Our Idiot Brother (2011),3.75,4
"Our Lady of the Assassins (Virgen de los sicarios, La) (2000)",3.0,1
Our Man in Havana (1959),3.25,2
Our Town (1940),2.0,1
Out Cold (2001),4.0,2
Out for Justice (1991),2.5,1
Out of Africa (1985),3.7407407407,27
Out of Sight (1998),3.8918918919000003,37
Out of Time (2003),3.0,6
"Out of Towners, The (1970)",3.0,2
Out of the Fog (1941),2.5,1
"Out of the Furnace (Dust to Dust) (Low Dweller, The) (2013)",3.5,4
Out of the Past (1947),3.6666666667000003,6
Out to Sea (1997),2.0,3
"Out-of-Towners, The (1999)",3.0,4
Outbreak (1995),3.5223214285999997,112
Outfoxed: Rupert Murdoch's War on Journalism (2004),3.75,2
Outland (1981),2.75,8
Outlander (2008),3.6,5
"Outlaw Josey Wales, The (1976)",3.8684210526,19
"Outlaw, The (1943)",2.0,2
Outpost (2008),3.25,2
Outrage (Autoreiji) (2010),3.0,2
Outrageous Fortune (1987),2.7142857143,7
Outside Providence (1999),2.75,4
Outside the Law (Hors-la-loi) (2010),3.5,1
"Outsiders, The (1983)",3.6764705882,17
Over Her Dead Body (2008),2.5,1
Over the Hedge (2006),3.0714285714,14
Over the Top (1987),2.1666666667,3
Overboard (1987),3.2,5
Overlord (1975),4.0,1
"Owl and the Pussycat, The (1970)",2.5,1
Owning Mahowny (2003),3.0,2
"Ox-Bow Incident, The (1943)",3.75,2
Oxford Blues (1984),3.0,1
"Oxford Murders, The (2007)",1.3333333333000001,3
Oxygen (1999),2.0,2
Oz the Great and Powerful (2013),3.25,2
P.S. (2004),3.0,2
P.S. I Love You (2007),3.4444444444,9
P.S. Your Cat is Dead (2002),0.5,1
P2 (2007),2.75,2
PCU (1994),3.5,1
PK (2014),1.0,1
PTU (2003),3.5,1
Pablo (2012),3.5,1
Pacific Heights (1990),3.6428571429,14
Pacific Rim (2013),3.2857142857,7
"Pacifier, The (2005)",2.4166666667,6
"Package, The (1989)",3.5,2
"Pact, The (2012)",3.0,1
Paddington (2014),3.5,1
Page Eight (2011),3.5,1
Page Miss Glory (1935),2.5,1
Page One: Inside the New York Times (2011),4.0,1
"Page Turner, The (Tourneuse de pages, La) (2006)",3.0,1
"Pagemaster, The (1994)",2.75,6
Pahat pojat (2003),4.0,1
Pain & Gain (2013),3.0,7
Paint Your Wagon (1969),3.0,1
"Painted Veil, The (1934)",4.0,1
"Painted Veil, The (2006)",3.9,5
Paisan (Paisà) (1946),3.5,1
"Pajama Game, The (1957)",3.3333333333,3
Pal Joey (1957),4.0,2
Pale Rider (1985),4.1923076923,13
"Paleface, The (1948)",4.0,1
Palindromes (2004),4.5,1
"Pallbearer, The (1996)",3.0416666667,12
"Palm Beach Story, The (1942)",4.0,2
Palmetto (1998),3.0,7
Palo Alto (2013),5.0,1
Palookaville (1996),3.5,4
"Pan's Labyrinth (Laberinto del fauno, El) (2006)",3.9491525424000002,59
"Pandora's Box (Büchse der Pandora, Die) (1929)",4.75,2
Pandorum (2009),3.5416666667,12
Panic (2000),3.0,2
Panic Room (2002),3.2407407407,27
Panic in the Streets (1950),3.75,2
Paparazzi (2004),2.0,1
"Paper Chase, The (1973)",3.5,6
Paper Clips (2004),3.5,2
Paper Moon (1973),4.0,7
"Paper, The (1994)",2.8863636364,22
"Paperboy, The (2012)",1.5,2
Paperhouse (1988),4.0,1
Paperman (2012),4.375,4
Papillon (1973),3.9166666667000003,24
Paprika (Papurika) (2006),3.875,4
ParaNorman (2012),3.625,4
"Paradine Case, The (1947)",3.0,1
Paradise Lost 3: Purgatory (2011),3.5,1
Paradise Lost: The Child Murders at Robin Hood Hills (1996),3.0625,8
Paradise Now (2005),2.5,1
"Parallax View, The (1974)",3.75,4
Paranoia Agent (2004),4.0,1
Paranoid Park (2007),4.5,1
Paranormal Activity (2009),2.75,8
Paranormal Activity 2 (2010),2.5714285714000003,7
Paraíso Travel (2008),2.5,1
"Parent Trap, The (1961)",3.5357142857,14
"Parent Trap, The (1998)",3.3,10
Parenthood (1989),3.6851851852,27
Pariah (2011),4.0,1
Paris (2008),4.5,1
Paris 36 (Faubourg 36) (2008),3.5,1
Paris Blues (1961),3.5,1
Paris Is Burning (1990),4.1666666667,3
Paris When It Sizzles (1964),2.75,2
"Paris, I Love You (Paris, je t'aime) (2006)",4.0,2
"Paris, Texas (1984)",3.7,10
Parker (2013),3.1,5
Partly Cloudy (2009),3.0,1
Party Girl (1995),3.2,5
Party Monster (1998),2.5,1
"Party, The (1968)",4.0625,8
Pascali's Island (1988),2.0,1
Pasolini (2015),3.0,1
"Passage to India, A (1984)",3.1,5
Passage to Marseille (1944),2.0,1
Passchendaele (2008),1.5,1
Passed Away (1992),2.0,1
Passenger 57 (1992),2.5833333333,6
"Passenger, The (Professione: reporter) (1975)",4.1666666667,3
Passengers (2008),1.75,2
Passion Fish (1992),3.875,8
Passion in the Desert (1998),3.0,1
"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",4.5,3
Passion of Mind (2000),2.0,1
"Passion of the Christ, The (2004)",2.9375,16
Passionada (2002),2.5,1
"Past, The (Le passé) (2013)",3.5,1
Pat Garrett and Billy the Kid (1973),3.3333333333,3
Pat and Mike (1952),3.1666666667,3
Patch Adams (1998),3.3461538462,26
